Id_old,Id,GP,MIN,PTS,FGM,FGA,FG%,3P Made,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,TARGET_5Yrs
11723,8444,72,23,7,2.7,5.4,51,0,0,-13.4,2.1,3.1,55.8,3,5.6,8.8,0.6,0.4,0.9,1.6,1
5719,8445,88,58.9,22.3,8.3,15.8,56.1,0.7,2.2,28.1,4.7,6.3,68.1,3.5,5.8,9.7,3,2.4,0.5,2.9,1
10488,8446,64,9.8,2.7,1,2.4,44.3,-0.1,-0.4,5.3,0.5,0.8,60.3,0.9,1.8,2.7,0.2,0.2,0.3,0.3,1
13036,8447,73,28.2,16.4,6.6,13.2,51.9,0.2,0.8,23.5,2.6,3.6,71.8,1.9,2.7,4.6,2.3,1.4,0.5,1.9,1
6550,8448,43,15.9,5.6,1.8,5.4,33.9,0.5,1.6,10.2,1.8,2.6,65.6,0.5,0.9,1.4,2.1,0.9,0,1.8,0
11304,8449,65,18.7,8.3,3.1,6.5,48.3,0.1,0.6,5.9,2.3,3.6,63.2,3,3,5.8,0.7,0.5,0.2,1.1,1
2360,8450,48,12.9,6.4,2.6,5.3,47.8,0.3,0.7,2,1,1.4,77.9,1.5,1.3,2.6,0.7,0.3,0.3,0.8,1
13135,8451,71,9.2,4.2,1.5,3.4,43,0.5,1.8,8.3,0.7,1,67.3,0.7,1,1.8,0.4,0.2,0.1,0.4,1
11813,8452,67,14.2,4.6,1.7,3.4,46.4,-0.1,-0.1,15.4,1.8,2.4,71.7,0.8,2,2.8,1.3,0.6,0.3,1.3,1
6932,8453,39,8.7,2.5,1,2.3,43.9,0.3,0.8,28.3,0.4,0.8,60.6,0.6,0.6,1.2,0.4,0.5,0.1,0.5,1
12511,8454,77,26.9,12,4.2,10.7,39.5,0.7,2.1,30.7,2.6,3,85.3,1.1,2.1,3.2,2.4,1.4,0.3,1.3,1
11143,8455,65,12.3,7,2.6,5.4,49,0,0,29.8,2,3,62.8,1.5,2.7,4.5,0.5,0.5,0.2,0.8,1
2563,8456,56,18.4,8,3.3,5.8,54.9,0.1,0.4,48.4,1,1.3,80.6,0.9,1.8,2.6,1.9,0.4,0.2,0.9,1
3971,8457,68,22.9,13.8,5.8,11.4,51.7,0.3,1,12.4,2.6,3.3,82.9,1.4,2.2,3.5,2,1,0.1,2,1
5392,8458,74,17.3,7.7,2.4,5.5,43.6,0.8,2.1,34,1.9,2.3,83.8,0.8,0.9,1.6,1.4,0.8,0.2,1.4,1
4603,8459,61,23.1,6.3,2.1,5.1,41.3,0.5,1.4,5.8,1.7,2.2,80.9,0.7,1.7,2.7,2.7,1.5,0,1,1
531,8460,50,14.1,5.5,2,5,40.2,0.9,2.6,54.6,0.8,1.2,64.3,0.9,1.5,2.5,1.2,0.7,0.2,0.6,0
12503,8461,89,32.5,12.4,4.4,9.8,48.4,0.2,0.9,14,3.1,4,79.9,2.1,3.6,5.6,1.6,1.1,0.1,1.7,1
8505,8462,97,22,12,5,10.4,48.1,0.5,1.4,20.6,1.4,1.9,71.6,0.8,2,3.2,2.3,1.2,0.2,1.3,1
5170,8463,100,24.5,7.5,2.9,7.4,37.7,0.5,1.7,28.7,1.7,2.1,75.1,1.3,1.6,2.8,2.6,1.1,0.5,1.4,1
10312,8464,60,32.7,10.4,3.5,7.9,46.1,0.4,1.3,6.3,3.2,3.9,76.4,1.7,2.9,4.4,3,1.3,0.3,1.6,1
7462,8465,81,22,8.5,3.9,8,52.6,0.8,2.3,14.6,0.5,0.6,74.7,0.6,1.5,2,3,0.7,0,1,0
9742,8466,82,34.2,11.3,5,11.2,43.2,0.3,1.3,6,1.3,2.3,46.1,2.2,4.1,6.7,2.3,1.2,0.3,2.2,1
3006,8467,67,8.3,6.9,2.3,4.5,49.8,0.8,1.7,23.2,1.5,1.9,76.1,0.5,0.9,1.4,0.1,0.2,0,0.9,1
10023,8468,63,20.4,6.9,3,6.1,46.3,0.4,1,22.9,0.8,1.1,70.2,1.3,2.5,3.9,0.5,0.3,0.2,0.6,1
1859,8469,55,6.8,2.9,1,2.3,44.9,0,0,31.6,0.6,0.9,74.4,0.2,0.5,0.8,0.5,0.1,-1.5,0.5,0
6105,8470,69,13.8,6,1.9,5.2,36.3,-0.1,0.3,6.4,2.4,3.4,82.4,1,1.2,2.3,0.5,0.6,0.2,1.1,1
2412,8471,66,29.8,12.5,4.3,10.2,41.1,0.3,1,0.8,3.5,4.7,72.9,2.2,3.5,5.4,1.3,1.1,0.5,2.6,1
1464,8472,57,28.2,11.5,4.4,9.7,44.4,0.4,1.5,-0.4,2.5,3.4,65.4,0.8,2.1,3.1,3.4,1.4,0.2,1.9,1
9196,8473,48,5.2,1.6,0.7,1.5,45.9,-0.4,-0.8,2.3,0.3,0.5,63.4,0.4,0.6,1,0.1,0.3,0,0.3,1
1811,8474,85,29.1,13.1,6,12.6,47.3,0.1,0.3,12.1,1.5,2.5,54.3,2.2,4.2,6.8,3.4,1.6,0.3,3,1
10268,8475,71,9.3,3.1,1.3,2.8,44.9,-0.1,-0.1,7.7,0.5,0.9,62.8,0.8,2,3,0.1,0.1,0.7,0.6,1
4607,8476,60,15.8,6,2.3,4.8,47.9,0.4,1,23.6,0.9,1.6,59.4,0.5,2.4,2.8,1,0.5,0.2,0.8,1
9393,8477,99,40.1,16.2,6.3,12.1,52.9,0.3,1.1,29.4,3.8,5.4,74.7,3.1,7.8,10.9,2.9,1.2,0.3,2,1
11215,8478,54,19.5,7,2.6,6.3,40.5,0.5,1.2,51.8,1.2,1.6,75.2,1,1.8,2.8,1.1,1,0.3,1.2,1
8243,8479,29,13.1,3.2,1.3,3.8,33.3,0.5,1.5,54.5,0.2,0.3,64.9,0.8,1.4,2.4,0.7,0.7,0.2,0.5,1
1093,8480,60,19.6,8.6,3.7,7.9,46.8,0.2,0.3,24,1.2,1.6,81.6,0.9,1.7,2.8,2,0.7,-0.2,1.2,1
5089,8481,66,10.9,5.2,2,4.8,41.6,0.6,1.9,46.2,0.8,0.9,77,0.2,0.8,1,0.4,0.1,0.2,0.7,1
11456,8482,77,26.6,11.1,4.3,9.4,46.9,0.3,1.2,5.5,2.1,2.9,67.8,1.5,2.9,4.2,0.9,1.2,0.4,1.5,1
2818,8483,58,13.7,6.7,2.6,7.1,35.7,0.5,1.7,36.7,0.9,1.3,69.9,0.4,0.6,1.1,1.7,0.8,0,0.8,1
6639,8484,46,16.2,6.1,2.5,5.7,43.8,-0.2,-0.9,6.8,1.2,1.5,80.9,1.4,1.9,3.2,1,0.4,0.3,1.2,1
10582,8485,69,32.6,12,4.5,10.2,45.6,0.1,0.5,24.5,2.6,3.6,70.1,1.2,2.5,3.8,5.1,1.7,0.2,2.4,1
4857,8486,58,20.1,8.4,2.7,6.6,41.5,1,3,47.8,1.9,3,68.5,0.7,2.6,3.3,3.1,0.5,0,1.3,1
9734,8487,83,16.7,5.4,2.2,4.7,46.8,0.2,0.7,5.2,0.7,1.1,66,0.8,2,2.8,1.8,0.6,0.2,1,1
10292,8488,58,18.7,6.6,2.3,5.9,42,0,0.2,19.7,2,2.5,81.3,1.1,3,4.1,1.5,0.9,0.3,1.7,1
12350,8489,72,36.6,19.6,7.4,16.4,45.9,0.6,2,16.1,4.2,6.4,65,2.5,2.9,5.6,3.9,1.4,0.1,2.3,1
12263,8490,45,15.8,7.1,2.6,5.7,45.2,0.8,2.3,14.4,1.5,1.9,74.5,0.7,2.3,3,0.5,0.5,0.2,1.2,1
717,8491,44,15.9,4.5,1.7,4.6,37.4,0.6,1.7,43.4,0.5,0.7,71.1,0.4,1.9,2.1,0.4,0.2,0.2,0.6,0
1835,8492,57,16.5,6.1,2,5.2,39.2,0,0.5,29,2.4,2.8,76.5,0.9,2.3,2.9,2.4,0.5,0.4,1.2,0
4749,8493,37,5.4,2.5,0.9,1.9,44.5,-0.5,-1.2,50.2,0.6,0.9,67.8,0.5,0.6,1,0.2,0.3,-0.1,0.6,1
9454,8494,79,29.9,14.8,5.6,13,43.6,1,2.6,43.4,2.5,3,78.3,0.4,1.3,1.8,5.8,1.2,-0.5,3.1,1
8779,8495,85,25.3,14.2,5.4,10.2,53.7,0.1,0.1,-5,3.8,5.2,72.6,2.4,3.4,5.7,2,0.5,0.3,2,1
7619,8496,65,37.6,19.8,7.8,15.9,52.3,0.6,1.7,17.4,3.6,4.7,82.7,2.3,5,7.5,2.5,1.2,0.4,2.9,0
13313,8497,93,33.3,13.5,4.9,10.8,46,0.2,0.9,20.5,2.8,4.3,66.8,1.6,3,4.6,3.7,0.9,0.2,2.8,1
8535,8498,90,12.8,2.7,1.1,2.3,46.6,-0.6,-1.5,-21,0.8,1.3,63.9,1.5,2,3.6,1.3,0.7,0.4,1.2,0
8983,8499,41,10.9,5,2.2,4.6,46.8,0.2,0.9,23.4,0.7,0.9,73.7,0.6,0.7,1.3,0.9,0.5,0,0.8,1
2920,8500,57,31.8,11.5,4.2,11.3,33.7,1.2,3.7,16.4,1.8,3,60.4,1.4,3.6,5.1,2.6,1,0.5,1.8,0
13292,8501,65,15.6,3.9,1.5,3.7,39.7,-0.1,-0.1,22,0.9,1.4,63.6,1.4,2.4,3.9,0.4,0.4,0.6,0.8,1
6359,8502,42,7,2.8,1.2,2.3,49.1,-0.5,-1.4,0.7,0.6,0.7,76,0.9,0.6,1.2,0.4,0.3,0.2,0.5,1
13066,8503,65,8.5,3.3,1.3,2.7,48.3,0,0,2.5,0.6,1,63,1.7,1.7,3.3,0.4,0.1,0.5,0.9,1
8696,8504,83,17.4,9.7,3.3,6.9,49.6,0.9,2.4,42.2,1.9,2.8,75.3,1.2,2.5,3.8,0.9,0.5,0.4,1.5,1
1707,8505,94,31.9,9.1,3.4,7.3,48.4,0.4,0.8,15.4,1.8,2.8,60.8,2,5.8,8.1,1.3,1.3,0.9,1.7,1
5872,8506,68,19.3,5.9,2.1,5,42.9,0.5,1.4,27.5,1.2,1.7,69.7,0.6,2.1,2.9,0.9,0.3,0.4,1.1,1
13102,8507,83,39.8,18.7,6.9,12.9,54.2,0.7,2.1,9.4,4,5.6,80,2.2,4.8,7.6,3.7,1.6,0.3,2.2,1
8412,8508,64,10,3.9,1.6,3.8,43.6,-0.6,-1.5,-12.8,0.9,1.4,68.1,1.3,0.9,2,0.3,0.6,0.2,0.7,1
8785,8509,32,6.6,2.2,0.8,2.2,38.3,0.5,1.4,30.3,0.2,0.3,57.1,0.5,0.6,1.1,0.2,0.5,0,0.4,0
7562,8510,40,12.2,6.1,2.4,5.4,43.4,0.5,1.4,31.8,0.7,1,72.4,0.8,1.6,2.5,0.2,0.2,0.1,0.6,1
1012,8511,73,15.6,4,1.5,3.5,44.4,-0.2,-0.2,12.5,0.9,1.7,58,1.1,3.2,4.5,0.6,0.6,0.6,0.6,0
1097,8512,67,16,3.6,1.5,3.7,42.5,0,0.2,20.2,0.3,0.6,60.6,0.8,1.7,2.5,0.7,0.4,0.3,0.5,0
13297,8513,76,22.6,9.5,3.6,8.7,37.4,0.2,0.9,18.5,2.3,2.7,79.1,1.2,2.5,3.4,1.5,0.5,0.6,2.5,1
2314,8514,80,24.6,6.7,2.4,6.3,37.6,0,0.3,19.4,1.7,2.2,79.1,0.5,1.8,2.2,4.9,1.3,-0.3,2.5,0
9010,8515,66,22.8,7.9,3.2,6.7,47.2,0.3,0.9,3.6,1.2,2.1,44.6,0.7,2.3,3.1,1.8,0.8,0.6,1.8,1
12179,8516,66,16.2,7.8,2.7,6.9,37.7,0.2,0.5,22,1.8,2.4,73.9,0.6,1.7,2.2,2.5,0.3,-0.1,1.2,1
544,8517,60,10.8,5.3,2.2,3.6,57.6,-0.4,-1.2,6,1,1.9,59,1.8,1.7,3.2,0.5,0.2,0.1,0.6,1
4125,8518,35,10.8,5,2,4.1,48.4,0,0,27.6,0.9,1.1,84.3,1.3,1.1,2.3,0.1,0.2,0.4,0.5,1
5173,8519,66,11.9,3.7,1.7,3.9,41.6,0,0.1,3,0.4,0.7,64,1.1,2.7,3.7,0.8,0.2,0.4,0.5,1
7431,8520,81,23.3,8.1,2.9,7.6,38.2,0.4,1.8,9.6,1.8,2.3,84.7,0.8,3.7,4.4,1.5,0.5,0.2,0.9,1
4940,8521,63,14.7,6.4,2.6,4.8,52.7,0.1,-0.1,19,1.4,1.9,75.4,1.9,3.2,5.1,0.9,0.7,0.3,0.9,0
142,8522,48,20.4,6.3,2.3,5.4,40.9,-0.3,-0.2,-4.2,2.3,3.2,71.9,1.4,3,4.4,1.1,0.8,0.4,1.6,1
9581,8523,55,10.2,4.2,1.6,3,52.6,-0.1,-0.4,-12.2,0.9,1.9,43.9,1.9,2.3,4.1,0.1,0.1,0.8,1,1
3048,8524,80,20.3,4.5,1.7,3.7,46.1,-0.2,-0.5,10.9,0.9,1.6,60.5,3.2,4.7,8.1,0.1,0.5,1.3,0.4,1
13703,8525,69,30.6,5.3,2.2,6.5,32,0.1,0.7,23.4,1.3,1.7,75.6,0.3,1.7,2.1,4.7,1.8,0.1,2,0
3290,8526,64,17,8,3.1,6.2,50.2,0.1,0.4,17.7,1.7,2.4,70.1,1,2,3.1,1.6,1,0.3,1.5,0
7110,8527,80,24.5,9.8,3.6,9.3,35.5,0.7,1.9,54.4,1.8,2.3,77.7,0.4,2,2.3,5.1,0.9,0.2,2.6,0
3961,8528,48,18,5.7,1.8,4.6,38.8,-0.1,-0.1,34.8,2.1,2.9,65,1.2,2.8,4,2.9,0.9,0.2,1.9,1
2272,8529,72,21.4,9.1,3.4,7.1,48.4,0.5,1.5,50.3,1.6,1.9,79.9,1.5,4.1,5.5,0.5,0.2,0.3,1.3,1
6005,8530,56,19.2,7.6,3.1,6.5,47.3,-0.1,-0.4,17.6,1.5,2.6,56.9,2.5,3.4,5.8,0.3,0.4,0.6,0.9,1
2148,8531,74,16,4.4,2,4,51.1,-0.2,-0.3,4.3,0.5,0.7,74.4,0.5,1.8,2.4,2,1.1,0.4,1.3,1
13389,8532,82,18,7.8,3.3,6.7,50.4,0,0.2,10.4,1.6,3,51.8,2.6,2.8,5.3,0.8,0.8,0.4,0.8,1
11448,8533,69,22.8,9.4,3.8,8.9,41.7,0.9,2.7,54.5,1.2,1.7,71.4,0.4,2,2.3,2.6,0.8,0.2,1.2,1
8135,8534,60,17.8,7.1,3.1,5.5,52.3,-0.1,0,-9.5,1.3,2.1,71.4,0.7,1.6,2.5,1.6,0.6,0.3,0.9,1
9842,8535,63,19.7,6.7,1.9,4.6,42.8,0.7,1.8,37.8,2.6,3.6,77.7,0.4,1,1.5,3.5,0.6,-0.2,1.2,1
9878,8536,52,14.9,3.2,1.2,2.6,44,0.3,1.1,6.4,1.1,1.8,51.3,0.8,1.6,2.5,1,0.7,0.3,1,1
5408,8537,57,4.1,1.7,0.6,1.4,42.2,0,0,10.8,0.6,0.7,72.2,0.2,0.3,0.5,0.3,0.3,-0.5,0.2,0
4717,8538,62,16.5,7.2,2.7,5.4,49.6,0.3,0.6,18.2,1.8,2.4,71.4,1,1.1,1.8,0.9,0.4,0.1,1,1
9138,8539,67,11.6,5.1,2,4.1,46.4,-0.2,-0.7,17.2,1,1.1,81.9,0.7,0.5,1,2,0.5,-0.5,1.3,0
2891,8540,63,20.7,8.1,3.2,7.6,43.5,0.8,2,42,0.9,1,79.8,0.5,2.1,2.6,3,1,-0.2,1.7,1
11624,8541,80,18.2,6.2,2.6,5.7,46.5,0,0.1,19.3,0.7,1.5,55.7,1.6,3.4,5,0.9,0.5,0.7,1.3,0
11321,8542,39,16.5,5,1.8,4.5,39,0.7,1.8,31,1,1.5,68,0.4,1.7,2.1,2,0.9,0.2,0.9,0
11081,8543,92,32.4,12.9,5.2,10.5,49.4,0.6,1.9,15,1.3,1.9,68.7,1.5,3,4.6,3.3,1.5,0.2,2,1
5424,8544,41,9.9,5.1,1.7,3.2,48.7,0,0.1,15.9,1.9,2.8,69.2,0.8,1.7,2.6,0.3,0.2,0.2,0.8,1
7310,8545,68,26.7,10.8,4.9,9.4,52.9,0.4,0.9,26.3,0.9,1.4,70.3,1.4,3.6,5.3,3.1,1.4,0.2,1.4,1
13142,8546,66,10.9,3.4,1.3,3.3,40.6,0,0.3,25.5,0.8,1,72.4,0.6,0.9,1.5,1.7,0.9,0.1,1,1
3037,8547,67,30.1,10.1,3.9,10.3,35.4,1.1,3.6,42.8,1.1,1.5,71.3,0.6,1.6,2.1,3.1,1.3,0.1,1.3,1
2983,8548,59,16.7,7.3,2.4,5.8,42.9,0.1,0.5,14.4,2.6,3.9,65.2,2.1,1.9,4.1,1.5,0.9,0.1,1.4,1
8346,8549,79,24.1,11,4.8,8.6,56.1,0.2,0.2,15.5,1.1,1.4,81,0.7,2.3,2.9,2,0.5,0,1.5,1
11836,8550,61,13,3.9,1.5,3.7,41.9,0.5,1.4,35.2,0.6,0.7,91.1,0.4,0.9,1.2,2.2,0.7,-0.2,1,1
10625,8551,43,6.9,2.6,1,2.2,46.6,-0.4,-1,18.2,0.5,0.9,68.3,0.5,0.6,1,0.4,0.1,-0.1,0.7,0
5691,8552,52,9.6,2.7,1.3,2.6,49.7,-0.7,-1.4,-5.5,0.3,0.6,53.7,0.5,1.2,1.6,0.8,0.3,0.3,0.7,1
3739,8553,73,16.7,7.7,3,6.4,47.6,0.3,0.8,25.7,1.4,1.7,86.3,0.9,1.4,2.2,2.1,0.6,0.3,1.1,1
10651,8554,78,31.6,9.4,3.4,7.1,47.7,0.6,1.4,34.6,2,2.5,79.6,1.4,3.1,4.5,2.1,0.8,0.3,1.2,1
12482,8555,48,12.5,3.8,1.3,3,42.2,0.2,0.7,30,1,1.5,72.3,0.4,1.4,1.8,1.5,0.5,0.5,0.9,1
79,8556,59,14.6,4.6,1.9,3.4,54.8,-0.2,-0.6,38.5,0.8,0.9,80.7,0.8,1.3,2.2,0.9,0.4,0,0.5,1
10581,8557,78,31.4,13.3,5,11.1,42.4,-0.1,-0.1,8.3,4.6,6.2,71.5,2.3,4.9,7.3,3.3,1.4,0.6,3.9,1
1450,8558,31,7.5,1.8,0.7,1.9,41,0.2,0.5,37.6,0.1,0.3,62,0.3,0.8,1.1,0.8,0.6,0.1,0.3,1
11474,8559,60,21.1,7.7,3.2,7.5,41.8,0.2,0.7,32.5,1.2,1.9,67.3,2.1,2.5,4.4,1.6,0.4,0.3,1.3,1
11546,8560,55,13.6,3,1.1,3,38.7,0.5,1.8,17.7,0.5,0.8,63.8,0.2,0.7,0.9,0.6,0.6,0,0.5,1
4274,8561,62,10.9,3.3,1.2,2.7,44.9,0.3,0.8,6.8,0.6,1.1,64.8,0.8,0.8,1.6,0.5,0.1,0.2,0.6,1
2274,8562,84,30.2,9.5,3.7,7.8,48.7,0.6,1.7,46.2,1.4,1.8,79.4,0.7,3.6,4,3.2,0.7,0,1.7,1
3727,8563,75,18.6,7.2,2.6,5.3,48.7,-0.3,-0.6,17.8,2.6,3.2,82.1,0.4,1.3,1.9,3.6,0.8,0.1,2.2,0
3775,8564,79,45.3,17.6,7.2,20.1,34,1.3,4,57.1,2,2.8,72.5,0.6,3.8,4.3,5.1,1.7,0.2,2.6,1
110,8565,76,7.3,2.5,1.1,2.8,42.5,0.2,0.5,36,0.2,0.2,69.8,0.1,0.6,0.8,1.1,0.2,-0.1,1.1,0
9408,8566,59,19.4,8.8,3.4,7.1,50.2,0.3,1,2.7,1.5,2.4,65.4,0.7,1.8,2.8,1.5,0.9,0.5,1.9,0
9570,8567,42,19.5,7.3,3,6.5,44.9,0.2,0.7,21.4,1,1.3,74.1,0.9,3,3.9,2.1,0.7,0.2,1,1
10721,8568,79,18.9,10.2,3.8,6.8,55.6,0.4,1.3,3.4,2.2,3.1,69.7,2.9,4.1,6.5,0.3,0.5,2.4,0.9,1
9169,8569,62,18.1,8.7,3.1,6.6,46.3,0.2,0.3,32.6,1.7,2.4,83.4,0.7,1.8,2.4,1.1,0.2,0.4,1.7,1
6187,8570,60,24.5,8.6,3.5,9,37.7,0.2,1.2,14.7,1.6,2,77.8,1.6,3.7,6,0.6,0.7,0.5,0.8,1
12325,8571,61,27.8,11.1,3.6,10,36.5,0.8,2.6,21.7,2.9,3,91.6,0.7,1.6,2.4,2.6,1.2,0.3,1.4,1
11850,8572,64,20,7.1,3,5,58.5,0,0,11.4,1.1,1.6,70.1,1.4,2.5,3.8,2,1.1,0.3,1.2,1
9962,8573,41,12.5,4.3,1.7,4.7,36.8,-0.1,0.1,10.4,1,1.6,61.8,0.9,1.2,2.2,0.5,0.2,0.2,0.8,1
11371,8574,54,12.6,3.9,1.6,3.6,43,0.4,1.4,9.9,0.6,0.9,67.3,0.3,1.8,2,1.6,0.5,-0.3,1.1,1
9441,8575,33,6.4,2.1,0.7,1.9,40.3,-0.3,-0.6,5.6,0.6,0.7,75.5,1,0.8,1.6,0.1,0,0.5,0.2,0
4142,8576,32,18.4,9.9,3.7,7.6,47.1,1,2.8,50.7,1.6,1.7,76.1,0.9,2.2,3,1.1,1,0.4,0.8,1
5225,8577,59,13.2,4.9,1.9,5.2,34.6,0.1,0.3,33,1.2,1.5,79.8,0.6,0.6,1.1,3.7,0.8,-1.2,1.2,1
4594,8578,43,22,7.7,2.7,6.9,38.6,0.6,1.7,36.1,2.2,2.6,83.8,0.7,2.2,3,1.7,0.8,0.2,1.5,1
3365,8579,68,24.1,11.4,4.5,12,36.2,0.8,2.1,25.7,1.5,1.6,98.3,0.5,2.1,2.8,3.3,1,-0.1,1.6,1
11449,8580,36,8,1.8,0.8,2.1,37.2,0,0.3,12.4,0.2,0.3,67.2,0.2,0.7,0.9,0.8,0.3,0,0.4,0
8012,8581,51,13.7,4.4,1.6,3.2,51.3,0.2,0.3,23.6,0.9,1.3,67.5,1.2,1.9,3.1,0.7,0.6,0.1,0.7,0
535,8582,86,21.4,9.6,3.7,8.4,45.7,0.4,1.3,32.1,1,1.4,75.7,0.9,1.6,2.6,0.9,0.5,0.2,0.7,0
2513,8583,45,17.8,6.2,2.3,7.3,34,0.2,1.1,-2.7,1.2,2,62,0.7,1.2,2,1.3,1,0.3,0.8,0
5676,8584,64,26.8,11.2,3.8,8.3,47.3,0.5,1.4,27,3.1,4.3,75.3,2.2,2.3,4.5,1.8,1.2,0.3,1.3,1
2531,8585,74,13.1,4.3,1.7,3.6,47.1,-0.2,-0.3,5.5,1.4,1.6,76.7,1.5,1.9,3.2,1,0.5,0.2,0.9,1
6578,8586,72,25.7,10.3,4.1,8.2,51.2,0.4,1.4,42.9,1.9,2.6,78,0.7,2.7,3.4,2.3,0.7,0.2,1.1,0
12175,8587,73,18.6,11.4,4.3,8.5,51.5,0.1,0.3,8.5,3,3.8,83,1.3,1.2,2.6,1.1,0.8,0.1,1.3,1
5550,8588,77,10.3,3.2,1.2,3,42.3,0,0,15.6,0.7,1.2,64.8,0.4,1,1.2,1.1,0.3,0.1,1.1,0
4039,8589,46,21.9,8.4,2.8,7.5,36,0.6,1.6,14.5,2.2,3.2,69.5,2.5,2.8,5,0.6,0.5,0.7,1.1,0
6747,8590,69,20.3,10.5,3.9,8.7,43.8,-0.1,0.3,3.5,2.9,3.6,77.9,2.3,3.3,5.3,1.2,0.5,0.5,1,1
13057,8591,31,7.9,2.6,1.1,3,35.6,-0.2,-0.6,43.4,0.4,0.5,76,0.2,0.5,0.7,0.9,0.3,-0.2,0.4,1
6080,8592,76,31.5,11.6,4.8,10.9,46.5,0.1,0,15.5,1.7,2.9,71.8,2.2,5.4,7.5,1.8,0.7,0.9,2.7,1
5987,8593,41,8.3,4.2,1.6,3.3,48.3,0,-0.3,-9.5,0.9,1.1,86.2,0.7,1,1.8,0.5,0.2,0.2,0.4,1
6899,8594,70,10.6,3.7,1.4,2.2,56.7,-0.1,-0.4,11,0.9,1.4,64.8,0.6,0.7,1.3,1.2,0.7,0.3,0.6,1
251,8595,66,24.7,10.1,4,7.7,53.2,0.7,2,22.4,1.5,2.5,61.7,1.5,3.7,5.3,1.2,0.7,0.8,1.3,1
11190,8596,47,8.4,2.9,1.2,2.9,40.5,-0.1,0,21.9,0.6,0.9,72.4,0.3,0.4,0.7,1.6,0.3,-1.5,0.7,1
321,8597,60,10.9,3.8,1.4,2.5,50.9,-0.6,-1.5,21.8,1.7,2.6,62.7,1.4,1,2.2,0.7,0.6,0.3,1.1,1
4412,8598,56,15,5.2,2,4,48.5,0.5,1,23,1,1.2,85.4,0.3,0.9,1.3,1.6,0.3,0.1,0.8,1
1316,8599,62,20.6,8.4,3.4,8.3,42.3,0.4,1.3,34,1.1,1.5,72.4,0.4,2,2.2,1.7,0.6,0,1.1,0
7876,8600,65,18.8,4.9,1.5,4.1,35,1.1,3.2,62.6,1.1,1.1,98.2,0,0.5,0.4,6.2,0.9,-0.9,1.3,0
11926,8601,78,14.8,5.9,2.3,5.3,41.9,-0.6,-1.4,-1.3,1.6,2.2,62.3,1.6,1.6,3.1,0.8,0.3,0.5,1,1
6966,8602,47,12.3,3.4,1.3,4.3,32,0.5,1.3,40,0.5,0.6,77,0.1,1,1,2.2,0.9,0.1,1.3,1
3408,8603,96,27.1,9.6,4,8.8,46.7,0.3,0.6,39.3,1,1.3,73.5,0.6,3.1,3.5,3.4,0.6,0.3,1.3,1
5628,8604,79,25.9,11.6,4.5,8.8,53.2,0.9,2.6,31.3,1.6,2.5,67.6,1.4,4.4,5.4,3.2,1.2,0.5,2,1
7406,8605,65,23,13.5,5.2,10.1,53.6,0.2,0.4,2.7,3,4.3,71.9,1.9,4,5.6,0.8,0.4,0.4,1.3,1
7586,8606,84,15.6,6.6,2.5,5.3,47.2,-0.4,-0.7,0.4,2.5,3.5,71.9,1.9,2.2,4.3,0.5,0.4,0.3,0.9,1
8937,8607,34,12.1,4,1.5,2.7,54.8,0,-0.2,14.1,0.9,1.5,62.5,1.3,1.7,2.8,0.2,0.6,0.2,0.7,1
273,8608,60,18.6,6.5,2.4,5.7,44.1,0.4,0.9,4.3,1.2,1.6,75.3,0.7,2.6,3.4,1.7,0.4,0.4,1.5,0
228,8609,71,12.8,5.6,2.6,5.4,48,0.4,1,17.8,0.4,0.7,58.8,0.3,1.1,1.4,1.4,0.4,0.1,1,1
2769,8610,48,10.9,3.6,1.4,3.1,44.1,0.3,1,32.5,0.8,1.1,78.2,0.4,1.1,1.5,0.6,0.2,0.2,0.5,1
7003,8611,86,28.1,11.9,4.3,9.5,46.2,0.7,1.9,17.5,2.5,3.3,74.1,1.3,3.7,5.4,1.3,0.8,0.6,1.4,1
9273,8612,80,19.5,6.1,2.4,6,42.5,-0.2,-0.4,33.3,1.1,1.1,100.4,0.9,2.3,3,3.1,0.6,0.2,1.1,1
10075,8613,39,17.5,6.1,2.3,5.8,38.8,0.2,0.5,8.8,1,1.9,50.2,1.4,3.4,5.5,0.5,0.4,0.4,1.2,0
299,8614,44,19.5,6.7,2.1,6,33,0.8,2.4,31.4,1.4,2,70.6,0.5,1.5,2.1,1.3,0.5,0.1,0.5,1
8902,8615,76,15.7,5.5,2.3,5.2,44.3,0.1,0.2,22.6,1.1,2,62.5,0.9,1.7,2.6,1,0.4,0.1,1.2,1
7908,8616,61,11.9,5,1.8,4.3,44.8,0.4,1.2,9.2,1,1.4,68.9,0.5,1.2,1.8,1.1,0.5,0.3,0.9,1
2682,8617,52,20,13.3,4.5,9.5,46.9,0.5,0.8,35.5,3.6,4.9,82.8,1.3,1.8,3.1,1.9,0.4,0.2,1.7,1
7402,8618,41,9.6,3.3,1.4,3.6,39.6,0.1,0.4,12.7,0.3,0.5,68.4,0.2,1.2,1.3,1.3,0.2,-0.1,0.6,0
7866,8619,55,18.7,6.4,2.9,6.4,44.9,0.4,1,23.6,0.7,1,70.7,1,2.2,3.1,1.8,0.5,0.2,1,0
